Area Code (FAO),Year,Value
50,2000,0.671
50,2001,1.218
50,2002,0.888
50,2003,0.648
50,2004,0.684
50,2005,0.414
50,2006,0.697
50,2007,0.881
50,2008,1.101
50,2009,1.055
50,2010,2.069
50,2011,0.758
50,2012,1.008
50,2013,1.279
50,2014,1.103
50,2015,1.254
50,2016,1.628
50,2017,0.916
50,2018,2.236
50,2019,1.643
50,2020,1.795
167,1993,0.306
167,1994,1.818
167,1995,1.058
167,1996,-0.588
167,1997,0.155
167,1998,1.272
167,1999,1.13
167,2000,1.929
167,2001,1.246
167,2002,1.549
167,2003,1.101
167,2004,0.842
167,2005,0.771
167,2006,0.974
167,2007,2.19
167,2008,1.669
167,2009,1.449
167,2010,0.438
167,2011,1.067
167,2012,1.608
167,2013,0.806
167,2014,2.518
167,2015,2.132
167,2016,2.089
167,2017,1.609
167,2018,2.665
167,2019,2.556
167,2020,2.357
51,1961,1.156
51,1962,-0.575
51,1963,-0.727
51,1964,-0.683
51,1965,-1.01
51,1966,0.706
51,1967,0.804
51,1968,0.347
51,1969,-0.206
51,1970,-0.742
51,1971,-0.012
51,1972,0.342
51,1973,0.109
51,1974,0.386
51,1975,1.076
51,1976,0.031
51,1977,0.469
51,1978,-0.551
51,1979,-0.179
51,1980,-0.553
51,1981,0.288
51,1982,0.284
51,1983,1.159
51,1984,-0.081
51,1985,-0.985
51,1986,0.274
51,1987,-0.642
51,1988,0.57
51,1989,1.181
51,1990,1.267
51,1991,0.098
51,1992,1.067
116,1961,0.454
116,1962,-0.096
116,1963,-0.146
116,1964,0.198
116,1965,-0.247
116,1966,-0.104
116,1967,0.129
116,1968,-0.501
116,1969,-0.49
116,1970,-0.412
116,1971,-0.267
116,1972,-0.148
116,1973,0.641
116,1974,-0.421
116,1975,0.982
116,1976,-0.249
116,1977,0.209
116,1978,0.728
116,1979,0.682
116,1980,0.065
116,1981,-0.54
116,1982,0.96
116,1983,0.642
116,1984,-0.101
116,1985,0.195
116,1986,-0.658
116,1987,0.279
116,1988,0.61
116,1989,1.269
116,1990,1.366
116,1991,0.628
116,1992,0.798
116,1993,0.601
116,1994,1.397
116,1995,0.739
116,1996,0.318
116,1997,1.033
116,1998,1.839
116,1999,1.44
116,2000,0.655
116,2001,0.909
116,2002,0.913
116,2003,1.008
116,2004,1.656
116,2005,0.947
116,2006,0.786
116,2007,1.695
116,2008,1.602
116,2009,1.148
116,2010,0.456
116,2011,0.596
116,2012,0.495
116,2013,0.375
116,2014,1.55
116,2015,1.246
116,2016,1.467
116,2017,1.654
116,2018,0.909
116,2019,1.915
116,2020,2.022
250,1961,-0.012
250,1962,-0.158
250,1963,-0.04
250,1964,-0.115
250,1965,-0.194
250,1966,0.116
250,1967,-0.125
250,1968,-0.164
250,1969,0.132
250,1970,0.209
250,1971,-0.161
250,1972,0.059
250,1973,0.452
250,1974,-0.09
250,1975,-0.107
250,1976,-0.169
250,1977,0.305
250,1978,0.16
250,1979,0.477
250,1980,0.36
250,1981,0.122
250,1982,0.13
250,1983,0.458
250,1984,0.14
250,1985,0.083
250,1986,0.253
250,1987,0.553
250,1988,0.464
250,1989,-0.09
250,1990,0.211
250,1991,0.445
250,1992,-0.038
250,1993,0.212
250,1994,0.356
250,1995,0.462
250,1996,0.036
250,1997,0.747
250,1998,0.95
250,1999,0.368
250,2000,0.532
250,2001,0.39
250,2002,0.842
250,2003,0.882
250,2004,0.915
250,2005,1.081
250,2006,0.846
250,2007,0.762
250,2008,0.625
250,2009,0.877
250,2010,1.293
250,2011,0.756
250,2012,0.616
250,2013,0.912
250,2014,0.86
250,2015,0.966
250,2016,1.454
250,2017,1.19
250,2018,1.34
250,2019,1.325
250,2020,1.559
54,1961,1.124
54,1962,-0.637
54,1963,-1.012
54,1964,-0.275
54,1965,-0.602
54,1966,-0.502
54,1967,0.828
54,1968,0.276
54,1969,-0.136
54,1970,-1.207
54,1971,0.259
54,1972,0.284
54,1973,0.666
54,1974,0.578
54,1975,1.329
54,1976,0.295
54,1977,-0.02
54,1978,0.141
54,1979,-1.193
54,1980,-0.443
54,1981,0.297
54,1982,-0.001
54,1983,1.058
54,1984,0.381
54,1985,-0.999
54,1986,-0.435
54,1987,-0.98
54,1988,0.924
54,1989,1.794
54,1990,1.832
54,1991,0.613
54,1992,1.447
54,1993,0.224
54,1994,0.966
54,1995,1.305
54,1996,-0.747
54,1997,0.655
54,1998,0.865
54,1999,1.335
54,2000,1.716
54,2001,1.04
54,2002,1.647
54,2003,0.711
54,2004,1.04
54,2005,1.29
54,2006,1.356
54,2007,2.143
54,2008,1.866
54,2009,1.333
54,2010,-0.185
54,2011,0.693
54,2012,1.15
54,2013,0.408
54,2014,2.688
54,2015,1.524
54,2016,1.856
54,2017,1.624
54,2018,2.113
54,2019,2.186
54,2020,2.622
72,1961,0.112
72,1962,-0.219
72,1963,0.032
72,1964,-0.299
72,1965,-0.432
72,1966,-0.002
72,1967,-0.475
72,1968,-0.515
72,1969,0.158
72,1970,0.019
72,1971,-0.268
72,1972,0.119
72,1973,0.713
72,1974,-0.094
72,1975,0.229
72,1976,0.04
72,1977,0.297
72,1978,0.316
72,1979,0.245
72,1980,0.881
72,1981,0.227
72,1982,0.311
72,1983,0.451
72,1984,0.044
72,1985,0.194
72,1986,0.063
72,1987,0.343
72,1988,0.709
72,1989,0.019
72,1990,0.653
72,1991,0.602
72,1992,0.572
72,1993,0.429
72,1994,0.396
72,1995,0.763
72,1996,0.869
72,1997,0.763
72,1998,1.067
72,1999,0.528
72,2000,0.943
72,2001,0.893
72,2002,1.472
72,2003,1.312
72,2004,1.03
72,2005,1.291
72,2006,0.977
72,2007,0.953
72,2008,0.389
72,2009,1.58
72,2010,1.113
72,2011,0.984
72,2012,
72,2013,1.293
72,2014,1.153
72,2015,1.638
72,2016,1.401
72,2017,1.676
72,2018,1.024
72,2019,1.255
72,2020,
55,1961,-0.078
55,1962,0.112
55,1963,0.222
55,1964,0.04
55,1965,-0.311
55,1966,0.089
55,1967,-0.255
55,1968,-0.22
55,1969,0.378
55,1970,0.131
55,1971,-0.242
55,1972,-0.097
55,1973,0.155
55,1974,-0.411
55,1975,-0.426
55,1976,-0.454
55,1977,0.07
55,1978,0.109
55,1979,0.22
55,1980,0.409
55,1981,0.459
55,1982,0.135
55,1983,0.468
55,1984,-0.035
55,1985,-0.059
55,1986,-0.005
55,1987,0.565
55,1988,0.361
55,1989,-0.134
55,1990,0.246
55,1991,0.321
55,1992,0.262
55,1993,0.388
55,1994,0.481
55,1995,0.591
55,1996,0.365
55,1997,0.558
55,1998,0.98
55,1999,0.408
55,2000,0.149
55,2001,0.395
55,2002,0.522
55,2003,0.609
55,2004,0.314
55,2005,0.638
55,2006,0.531
55,2007,0.65
55,2008,0.169
55,2009,0.367
55,2010,1.033
55,2011,0.425
55,2012,0.526
55,2013,0.519
55,2014,0.475
55,2015,0.712
55,2016,0.864
55,2017,0.621
55,2018,0.421
55,2019,0.579
55,2020,0.87
56,1961,-0.054
56,1962,-0.039
56,1963,0.009
56,1964,0.201
56,1965,-0.305
56,1966,0.013
56,1967,-0.208
56,1968,-0.216
56,1969,0.289
56,1970,-0.061
56,1971,-0.334
56,1972,-0.084
56,1973,0.3
56,1974,-0.396
56,1975,-0.035
56,1976,-0.378
56,1977,0.317
56,1978,0.34
56,1979,0.201
56,1980,0.653
56,1981,0.483
56,1982,0.291
56,1983,0.628
56,1984,0.19
56,1985,0.034
56,1986,0.14
56,1987,0.667
56,1988,0.426
56,1989,0.069
56,1990,0.482
56,1991,0.32
56,1992,0.153
56,1993,0.28
56,1994,0.7
56,1995,0.786
56,1996,0.553
56,1997,0.819
56,1998,1.216
56,1999,0.743
56,2000,0.498
56,2001,0.795
56,2002,0.871
56,2003,1.054
56,2004,0.641
56,2005,0.829
56,2006,0.839
56,2007,1.022
56,2008,0.482
56,2009,0.622
56,2010,1.144
56,2011,0.469
56,2012,0.713
56,2013,0.973
56,2014,0.984
56,2015,1.192
56,2016,1.11
56,2017,0.851
56,2018,0.97
56,2019,1.115
56,2020,1.333
58,1961,-0.225
58,1962,-0.317
58,1963,-0.153
58,1964,-0.287
58,1965,0.205
58,1966,0.011
58,1967,-0.51
58,1968,-0.41
58,1969,0.375
58,1970,-0.163
58,1971,-0.56
58,1972,0.456
58,1973,0.02
58,1974,-0.357
58,1975,-0.511
58,1976,0.151
58,1977,0.294
58,1978,0.195
58,1979,0.444
58,1980,0.428
58,1981,-0.019
58,1982,0.507
58,1983,1.161
58,1984,-0.105
58,1985,-0.244
58,1986,0.029
58,1987,0.917
58,1988,0.236
58,1989,-0.067
58,1990,0.483
58,1991,0.472
58,1992,0.791
58,1993,0.517
58,1994,0.273
58,1995,0.694
58,1996,0.029
58,1997,1.002
58,1998,1.185
58,1999,0.189
58,2000,0.215
58,2001,0.428
58,2002,0.727
58,2003,0.756
58,2004,0.718
58,2005,0.708
58,2006,0.68
58,2007,0.684
58,2008,0.542
58,2009,0.795
58,2010,0.652
58,2011,0.542
58,2012,0.554
58,2013,0.335
58,2014,0.962
58,2015,1.403
58,2016,1.39
58,2017,0.963
58,2018,0.966
58,2019,1.174
58,2020,1.214
59,1961,-0.258
59,1962,0.634
59,1963,0.638
59,1964,-0.367
59,1965,-0.077
59,1966,0.474
59,1967,-0.667
59,1968,-0.104
59,1969,0.437
59,1970,-0.088
59,1971,-0.234
59,1972,0.007
59,1973,-0.279
59,1974,-0.119
59,1975,-0.483
59,1976,-0.262
59,1977,-0.119
59,1978,-0.265
59,1979,0.589
59,1980,-0.087
59,1981,-0.234
59,1982,-0.319
59,1983,-1.026
59,1984,-0.161
59,1985,0.284
59,1986,0.165
59,1987,-0.293
59,1988,0.27
59,1989,-0.13
59,1990,-0.063
59,1991,0.438
59,1992,-0.576
59,1993,0.025
59,1994,0.62
59,1995,0.156
59,1996,0.391
59,1997,0.022
59,1998,0.748
59,1999,0.851
59,2000,0.082
59,2001,0.722
59,2002,0.838
59,2003,0.73
59,2004,0.643
59,2005,0.517
59,2006,0.745
59,2007,0.623
59,2008,0.953
59,2009,0.954
59,2010,2.348
59,2011,0.653
59,2012,0.952
59,2013,1.069
59,2014,1.263
59,2015,1.219
59,2016,1.38
59,2017,0.626
59,2018,2.053
59,2019,1.058
59,2020,1.091
60,1961,0.018
60,1962,-0.107
60,1963,-0.171
60,1964,-0.071
60,1965,-0.084
60,1966,0.051
60,1967,-0.455
60,1968,-0.306
60,1969,0.324
60,1970,-0.028
60,1971,-0.289
60,1972,0.359
60,1973,0.38
60,1974,-0.306
60,1975,0.051
60,1976,-0.164
60,1977,0.438
60,1978,0.162
60,1979,0.403
60,1980,0.388
60,1981,0.056
60,1982,0.394
60,1983,0.742
60,1984,0.085
60,1985,0.164
60,1986,0.25
60,1987,0.698
60,1988,0.494
60,1989,0.285
60,1990,0.578
60,1991,0.564
60,1992,0.542
60,1993,0.288
60,1994,0.715
60,1995,0.636
60,1996,0.183
60,1997,0.859
60,1998,0.939
60,1999,0.339
60,2000,0.033
60,2001,0.482
60,2002,0.68
60,2003,0.875
60,2004,0.747
60,2005,0.684
60,2006,0.652
60,2007,0.664
60,2008,0.434
60,2009,0.998
60,2010,0.659
60,2011,0.663
60,2012,0.769
60,2013,0.754
60,2014,0.718
60,2015,1.337
60,2016,1.297
60,2017,0.75
60,2018,0.803
60,2019,0.996
60,2020,1.726
61,1961,-0.119
61,1962,-0.035
61,1963,0.261
61,1964,-0.128
61,1965,-0.139
61,1966,0.154
61,1967,-0.048
61,1968,-0.057
61,1969,0.091
61,1970,0.219
61,1971,-0.144
61,1972,-0.102
61,1973,0.428
61,1974,-0.188
61,1975,-0.219
61,1976,-0.365
61,1977,0.174
61,1978,0.091
61,1979,0.359
61,1980,0.314
61,1981,0.115
61,1982,-0.058
61,1983,0.132
61,1984,0.248
61,1985,0.021
61,1986,-0.074
61,1987,0.401
61,1988,0.28
61,1989,-0.001
61,1990,0.135
61,1991,
61,1992,-0.204
61,1993,0.099
61,1994,0.299
61,1995,0.921
61,1996,0.466
61,1997,
61,1998,1.029
61,1999,0.547
61,2000,0.353
61,2001,0.354
61,2002,0.623
61,2003,0.908
61,2004,0.756
61,2005,0.752
61,2006,0.576
61,2007,0.762
61,2008,0.612
61,2009,0.703
61,2010,0.915
61,2011,0.585
61,2012,0.514
61,2013,0.724
61,2014,0.892
61,2015,0.849
61,2016,1.458
61,2017,1.338
61,2018,0.685
61,2019,1.522
61,2020,1.433
178,1993,
178,1994,
178,1995,
178,1996,0.134
178,1997,0.322
178,1998,0.46
178,1999,0.815
178,2000,0.549
178,2001,0.484
178,2002,1.07
178,2003,0.647
178,2004,1.116
178,2005,0.78
178,2006,0.921
178,2007,0.238
178,2008,1.075
178,2009,1.736
178,2010,1.615
178,2011,1.421
178,2012,1.437
178,2013,1.172
178,2014,0.889
178,2015,1.777
178,2016,1.054
178,2017,1.409
178,2018,0.981
178,2019,0.796
178,2020,
63,1992,1.599
63,1993,0.546
63,1994,0.351
63,1995,1.735
63,1996,-0.368
63,1997,0.92
63,1998,0.526
63,1999,1.509
63,2000,2.049
63,2001,1.824
63,2002,1.472
63,2003,0.229
63,2004,1.179
63,2005,1.587
63,2006,1.239
63,2007,2.245
63,2008,2.587
63,2009,1.595
63,2010,0.521
63,2011,1.276
63,2012,1.449
63,2013,1.155
63,2014,2.407
63,2015,2.355
63,2016,1.89
63,2017,1.475
63,2018,2.386
63,2019,2.178
63,2020,3.596
209,1961,0.264
209,1962,0.421
209,1963,-0.217
209,1964,0.012
209,1965,-0.238
209,1966,0.278
209,1967,-0.27
209,1968,-0.408
209,1969,0.401
209,1970,0.533
209,1971,0.039
209,1972,-0.335
209,1973,0.125
209,1974,-0.251
209,1975,-0.383
209,1976,-0.46
209,1977,0.288
209,1978,0.197
209,1979,0.23
209,1980,-0.136
209,1981,-0.41
209,1982,0.177
209,1983,0.929
209,1984,-0.02
209,1985,0.537
209,1986,0.281
209,1987,0.523
209,1988,0.585
209,1989,0.126
209,1990,0.254
209,1991,0.484
209,1992,1.106
209,1993,0.704
209,1994,-0.038
209,1995,0.546
209,1996,-0.104
209,1997,0.193
209,1998,0.892
209,1999,0.352
209,2000,-0.235
209,2001,0.383
209,2002,0.344
209,2003,0.376
209,2004,0.233
209,2005,0.849
209,2006,0.05
209,2007,0.764
209,2008,0.351
209,2009,0.161
209,2010,0.967
209,2011,0.839
209,2012,0.341
209,2013,0.273
209,2014,0.387
209,2015,0.781
209,2016,0.867
209,2017,0.383
209,2018,0.842
209,2019,1.341
209,2020,0.273
238,1993,0.244
238,1994,0.599
238,1995,0.815
238,1996,0.775
238,1997,0.713
238,1998,0.806
238,1999,0.314
238,2000,0.572
238,2001,0.732
238,2002,1.094
238,2003,1.109
238,2004,0.874
238,2005,1.119
238,2006,0.971
238,2007,0.847
238,2008,0.756
238,2009,1.336
238,2010,1.259
238,2011,1.137
238,2012,1.059
238,2013,1.208
238,2014,1.149
238,2015,1.395
238,2016,1.494
238,2017,1.464
238,2018,0.944
238,2019,1.362
238,2020,1.358
62,1961,-0.025
62,1962,-0.124
62,1963,0.165
62,1964,-0.327
62,1965,-0.334
62,1966,0.072
62,1967,-0.415
62,1968,-0.505
62,1969,0.238
62,1970,0.355
62,1971,-0.378
62,1972,0.002
62,1973,0.455
62,1974,-0.211
62,1975,-0.16
62,1976,-0.043
62,1977,0.109
62,1978,0.035
62,1979,0.441
62,1980,0.574
62,1981,0.227
62,1982,0.078
62,1983,0.142
62,1984,0.544
62,1985,0.439
62,1986,0.194
62,1987,0.404
62,1988,0.882
62,1989,0.147
62,1990,0.666
62,1991,0.52
62,1992,0.143
65,1961,-0.351
65,1962,0.401
65,1963,-0.286
65,1964,-0.082
65,1965,0.178
65,1966,-0.606
65,1967,0.011
65,1968,0.286
65,1969,-0.348
65,1970,0.203
65,1971,-0.223
65,1972,-0.505
65,1973,0.219
65,1974,0.211
65,1975,0.128
65,1976,-0.223
65,1977,-0.089
65,1978,0.228
65,1979,0.644
65,1980,0.186
65,1981,0.186
65,1982,
65,1983,
65,1984,
65,1985,
65,1986,
65,1987,
65,1988,
65,1989,
65,1990,
65,1991,
65,1992,
65,1993,
65,1994,
65,1995,
65,1996,
65,1997,
65,1998,
65,1999,
65,2000,
65,2001,
65,2002,
65,2003,
65,2004,
65,2005,
65,2006,
65,2007,
65,2008,
65,2009,
65,2010,
65,2011,
65,2012,
65,2013,
65,2014,
65,2015,
65,2016,
65,2017,
65,2018,
65,2019,
65,2020,
64,1961,0.633
64,1962,-0.477
64,1963,-0.053
64,1964,0.481
64,1965,-0.351
64,1966,-0.39
64,1967,-0.117
64,1968,-0.248
64,1969,-0.342
64,1970,-0.508
64,1971,0.247
64,1972,0.675
64,1973,-0.047
64,1974,0.503
64,1975,-0.022
64,1976,0.51
64,1977,-0.314
64,1978,-0.12
64,1979,-0.886
64,1980,0.015
64,1981,-0.4
64,1982,0.175
64,1983,-0.327
64,1984,0.418
64,1985,-0.2
64,1986,-0.219
64,1987,0.116
64,1988,0.18
64,1989,0.401
64,1990,0.652
64,1991,0.952
64,1992,0.644
64,1993,0.039
64,1994,-0.073
64,1995,-0.219
64,1996,0.28
64,1997,0.823
64,1998,0.607
64,1999,0.509
64,2000,0.214
64,2001,0.474
64,2002,1.045
64,2003,1.614
64,2004,1.029
64,2005,0.49
64,2006,1.137
64,2007,0.953
64,2008,0.889
64,2009,1.441
64,2010,0.257
64,2011,1.053
64,2012,0.359
64,2013,0.594
64,2014,1.763
64,2015,0.81
64,2016,0.8
64,2017,1.486
64,2018,0.826
64,2019,0.871
64,2020,0.832
66,1961,0.268
66,1962,-0.046
66,1963,-0.009
66,1964,0.227
66,1965,-0.604
66,1966,-0.256
66,1967,-0.249
66,1968,-0.058
66,1969,-0.058
66,1970,0.154
66,1971,0.114
66,1972,-0.248
66,1973,0.413
66,1974,0.172
66,1975,0.184
66,1976,0.005
66,1977,-0.138
66,1978,-0.114
66,1979,0.009
66,1980,0.004
66,1981,0.013
66,1982,-0.003
66,1983,-0.057
66,1984,0.223
66,1985,0.169
66,1986,-0.321
66,1987,-0.054
66,1988,0.548
66,1989,-0.021
66,1990,0.072
66,1991,-0.049
66,1992,-0.037
66,1993,-0.437
66,1994,-0.257
66,1995,0.285
66,1996,0.425
66,1997,0.169
66,1998,0.755
66,1999,0.535
66,2000,0.618
66,2001,0.656
66,2002,0.639
66,2003,0.539
66,2004,0.43
66,2005,0.591
66,2006,0.59
66,2007,0.877
66,2008,0.469
66,2009,0.239
66,2010,0.782
66,2011,0.766
66,2012,0.458
66,2013,0.848
66,2014,0.696
66,2015,0.616
66,2016,1.086
66,2017,1.273
66,2018,1.058
66,2019,0.969
66,2020,1.178
67,1961,1.896
67,1962,-0.34
67,1963,-0.405
67,1964,0.334
67,1965,-0.257
67,1966,-1.796
67,1967,1.091
67,1968,-1.629
67,1969,-0.472
67,1970,-0.623
67,1971,-0.445
67,1972,0.942
67,1973,1.148
67,1974,1.129
67,1975,1.903
67,1976,-0.865
67,1977,-0.215
67,1978,-0.515
67,1979,-0.743
67,1980,-0.367
67,1981,-0.227
67,1982,-0.14
67,1983,0.98
67,1984,0.775
67,1985,-1.157
67,1986,-0.165
67,1987,-1.636
67,1988,0.601
67,1989,2.201
67,1990,1.274
67,1991,1.159
67,1992,1.187
67,1993,0.96
67,1994,0.167
67,1995,1.724
67,1996,0.158
67,1997,0.806
67,1998,0.092
67,1999,1.179
67,2000,2.046
67,2001,1.386
67,2002,1.19
67,2003,0.732
67,2004,1.25
67,2005,2.22
67,2006,1.221
67,2007,1.965
67,2008,2.153
67,2009,1.709
67,2010,0.255
67,2011,1.369
67,2012,1.559
67,2013,1.439
67,2014,2.609
67,2015,2.629
67,2016,2.167
67,2017,1.504
67,2018,2.17
67,2019,1.471
67,2020,3.337
68,1961,0.83
68,1962,-0.303
68,1963,-0.952
68,1964,0.028
68,1965,-0.625
68,1966,0.423
68,1967,0.497
68,1968,-0.074
68,1969,0.017
68,1970,-0.099
68,1971,-0.165
68,1972,-0.331
68,1973,0.053
68,1974,-0.09
68,1975,0.471
68,1976,0.354
68,1977,0.008
68,1978,-0.223
68,1979,-0.194
68,1980,-0.226
68,1981,0.082
68,1982,0.797
68,1983,0.702
68,1984,-0.099
68,1985,-0.354
68,1986,-0.02
68,1987,-0.014
68,1988,0.759
68,1989,1.262
68,1990,1.567
68,1991,0.23
68,1992,0.632
68,1993,0.301
68,1994,1.523
68,1995,1.299
68,1996,0.163
68,1997,1.213
68,1998,0.913
68,1999,1.167
68,2000,1.143
68,2001,1.362
68,2002,1.023
68,2003,1.771
68,2004,0.945
68,2005,0.998
68,2006,1.28
68,2007,1.376
68,2008,0.959
68,2009,1.174
68,2010,0.353
68,2011,1.492
68,2012,1.178
68,2013,0.671
68,2014,1.999
68,2015,1.558
68,2016,1.738
68,2017,1.743
68,2018,2.006
68,2019,1.956
68,2020,2.478
69,1961,-0.157
69,1962,-0.102
69,1963,-0.078
69,1964,-0.089
69,1965,-0.166
69,1966,0.141
69,1967,-0.189
69,1968,-0.198
69,1969,0.45
69,1970,0.223
69,1971,-0.382
69,1972,-0.095
69,1973,0.118
69,1974,-0.388
69,1975,-0.326
69,1976,-0.146
69,1977,0.085
69,1978,0.093
69,1979,0.263
69,1980,0.336
69,1981,0.36
69,1982,0.225
69,1983,0.648
69,1984,-0.04
69,1985,0.045
69,1986,0.202
69,1987,0.736
69,1988,0.524
69,1989,0.07
69,1990,0.351
69,1991,0.376
69,1992,0.498
69,1993,0.446
69,1994,0.411
69,1995,0.833
69,1996,0.559
69,1997,0.685
69,1998,1.414
69,1999,0.67
69,2000,0.578
69,2001,0.652
69,2002,0.819
69,2003,0.954
69,2004,0.96
69,2005,1.439
69,2006,0.933
69,2007,1.242
69,2008,0.991
69,2009,1.376
69,2010,1.583
69,2011,1.158
69,2012,1.162
69,2013,1.404
69,2014,1.451
69,2015,1.654
69,2016,2.074
69,2017,1.798
69,2018,1.538
69,2019,1.855
69,2020,1.964
70,1961,0.141
70,1962,-0.113
70,1963,-0.027
70,1964,-0.195
70,1965,-0.118
70,1966,0.067
70,1967,-0.29
70,1968,-0.525
70,1969,0.304
70,1970,0.231
70,1971,-0.259
70,1972,0.177
70,1973,0.366
70,1974,-0.274
70,1975,-0.172
70,1976,-0.198
70,1977,0.248
70,1978,-0.061
70,1979,0.11
70,1980,0.218
70,1981,0.106
70,1982,0.271
70,1983,0.09
70,1984,0.254
70,1985,-0.006
70,1986,0.116
70,1987,0.303
70,1988,0.214
70,1989,0.051
70,1990,0.285
70,1991,0.244
70,1992,0.238
70,1993,0.029
70,1994,0.422
70,1995,0.441
70,1996,0.019
70,1997,0.177
70,1998,0.487
70,1999,0.311
70,2000,0.188
70,2001,0.362
70,2002,0.661
70,2003,0.565
70,2004,0.395
70,2005,0.538
70,2006,0.696
70,2007,0.71
70,2008,0.208
70,2009,0.653
70,2010,0.617
70,2011,0.072
70,2012,0.579
70,2013,0.392
70,2014,0.449
70,2015,0.51
70,2016,0.946
70,2017,0.679
70,2018,0.404
70,2019,0.627
70,2020,0.588
71,1961,-0.484
71,1962,-0.059
71,1963,-0.509
71,1964,-0.789
71,1965,-0.051
71,1966,-0.262
71,1967,-0.516
71,1968,0.822
71,1969,-0.014
71,1970,0.188
71,1971,0.412
71,1972,-0.128
71,1973,0.025
71,1974,-0.04
71,1975,0.175
71,1976,0.018
71,1977,-0.146
71,1978,0.5
71,1979,0.682
71,1980,0.497
71,1981,0.502
71,1982,0.947
71,1983,0.171
71,1984,0.062
71,1985,0.474
71,1986,
71,1987,0.72
71,1988,-0.453
71,1989,0.61
71,1990,
71,1991,0.791
71,1992,0.315
71,1993,0.77
71,1994,0.027
71,1995,0.163
71,1996,0.19
71,1997,0.984
71,1998,0.694
71,1999,0.452
71,2000,0.663
71,2001,0.595
71,2002,0.638
71,2003,0.357
71,2004,0.584
71,2005,0.168
71,2006,0.322
71,2007,0.143
71,2008,0.391
71,2009,0.314
71,2010,0.481
71,2011,0.463
71,2012,0.904
71,2013,0.36
71,2014,-0.063
71,2015,0.724
71,2016,1.027
71,2017,1.025
71,2018,0.928
71,2019,0.833
71,2020,0.516
74,1961,-0.124
74,1962,-0.02
74,1963,0.276
74,1964,-0.117
74,1965,-0.137
74,1966,0.174
74,1967,-0.092
74,1968,-0.113
74,1969,0.115
74,1970,0.124
74,1971,-0.093
74,1972,-0.118
74,1973,0.429
74,1974,-0.12
74,1975,-0.177
74,1976,-0.386
74,1977,0.171
74,1978,0.079
74,1979,0.377
74,1980,0.289
74,1981,-0.165
74,1982,-0.358
74,1983,0.115
74,1984,0.143
74,1985,-0.222
74,1986,-0.141
74,1987,0.272
74,1988,0.191
74,1989,-0.03
74,1990,0.115
74,1991,0.106
74,1992,-0.168
74,1993,0.138
74,1994,0.205
74,1995,0.599
74,1996,0.13
74,1997,0.318
74,1998,1.111
74,1999,0.566
74,2000,0.293
74,2001,0.257
74,2002,0.647
74,2003,0.868
74,2004,0.764
74,2005,0.719
74,2006,0.682
74,2007,0.853
74,2008,0.738
74,2009,0.744
74,2010,0.959
74,2011,0.529
74,2012,0.511
74,2013,0.81
74,2014,0.791
74,2015,0.893
74,2016,1.417
74,2017,1.392
74,2018,0.896
74,2019,1.554
74,2020,1.433
75,1961,-0.138
75,1962,-0.039
75,1963,0.122
75,1964,-0.18
75,1965,-0.452
75,1966,-0.081
75,1967,-0.4
75,1968,-0.586
75,1969,0.83
75,1970,0.384
75,1971,-0.046
75,1972,0.326
75,1973,0.694
75,1974,-0.214
75,1975,-0.147
75,1976,-0.049
75,1977,0.522
75,1978,0.428
75,1979,0.614
75,1980,0.807
75,1981,0.647
75,1982,0.394
75,1983,1.196
75,1984,0.683
75,1985,0.432
75,1986,0.708
75,1987,1.113
75,1988,0.964
75,1989,0.807
75,1990,1.332
75,1991,1.018
75,1992,1.06
75,1993,1.262
75,1994,0.944
75,1995,1.055
75,1996,1.281
75,1997,1.516
75,1998,1.764
75,1999,0.957
75,2000,1.126
75,2001,1.411
75,2002,1.531
75,2003,1.202
75,2004,1.228
75,2005,1.632
75,2006,1.367
75,2007,1.249
75,2008,1.506
75,2009,0.873
75,2010,1.48
75,2011,1.228
75,2012,1.095
75,2013,1.202
75,2014,1.465
75,2015,1.516
75,2016,1.917
75,2017,2.033
75,2018,1.317
75,2019,1.63
75,2020,2.05
73,1992,-1.167
73,1993,-1.227
73,1994,0.453
73,1995,0.746
73,1996,0.196
73,1997,0.284
73,1998,1.259
73,1999,1.241
73,2000,0.973
73,2001,1.288
73,2002,1.038
73,2003,-0.251
73,2004,0.89
73,2005,0.536
73,2006,1.258
73,2007,0.858
73,2008,0.628
73,2009,0.616
73,2010,2.344
73,2011,0.349
73,2012,1.167
73,2013,1.339
73,2014,1.229
73,2015,1.727
73,2016,1.318
73,2017,0.788
73,2018,2.476
73,2019,1.68
73,2020,1.923
79,1961,0.99
79,1962,-0.751
79,1963,-1.085
79,1964,-0.33
79,1965,-0.815
79,1966,0.406
79,1967,0.867
79,1968,0.203
79,1969,-0.111
79,1970,-0.832
79,1971,0.032
79,1972,-0.014
79,1973,0.189
79,1974,0.319
79,1975,1.099
79,1976,0.468
79,1977,0.28
79,1978,-0.176
79,1979,-0.642
79,1980,-0.187
79,1981,0.295
79,1982,0.437
79,1983,1.068
79,1984,-0.113
79,1985,-0.802
79,1986,-0.007
79,1987,-0.559
79,1988,0.893
79,1989,1.491
79,1990,1.573
79,1991,0.287
79,1992,1.228
79,1993,0.312
79,1994,1.625
79,1995,1.308
79,1996,-0.698
79,1997,0.559
79,1998,1.152
79,1999,1.366
79,2000,1.762
79,2001,1.29
79,2002,1.488
79,2003,1.259
79,2004,1.001
79,2005,1.028
