Area Code (FAO),Year,Value
244,1991,0.555
244,1992,0.448
244,1993,0.094
244,1994,0.247
244,1995,0.728
244,1996,0.668
244,1997,
244,1998,
244,1999,0.145
244,2000,0.6
244,2001,0.877
244,2002,1.125
244,2003,0.624
244,2004,0.198
244,2005,0.875
244,2006,0.465
244,2007,0.948
244,2008,0.501
244,2009,
244,2010,1.018
244,2011,0.542
244,2012,0.647
244,2013,0.931
244,2014,0.791
244,2015,0.63
244,2016,1.16
244,2017,1.056
244,2018,0.81
244,2019,1.16
244,2020,1.066
192,1961,0.902
192,1962,-0.122
192,1963,-0.392
192,1964,-0.09
192,1965,-0.391
192,1966,0.418
192,1967,0.412
192,1968,-0.01
192,1969,-0.091
192,1970,-0.076
192,1971,-0.115
192,1972,-0.021
192,1973,0.022
192,1974,-0.022
192,1975,0.262
192,1976,-0.412
192,1977,0.354
192,1978,-0.568
192,1979,0.043
192,1980,-0.444
192,1981,-0.309
192,1982,0.424
192,1983,0.449
192,1984,-0.554
192,1985,0.211
192,1986,0.369
192,1987,0.118
192,1988,0.812
192,1989,0.34
192,1990,1.073
192,1991,0.011
192,1992,0.597
192,1993,0.62
192,1994,1.627
192,1995,0.389
192,1996,0.311
192,1997,1.015
192,1998,1.173
192,1999,0.912
192,2000,1.426
192,2001,1.704
192,2002,1.146
192,2003,1.659
192,2004,0.919
192,2005,0.53
192,2006,0.943
192,2007,1.903
192,2008,1.348
192,2009,1.462
192,2010,0.788
192,2011,1.367
192,2012,1.788
192,2013,1.093
192,2014,1.692
192,2015,1.928
192,2016,1.843
192,2017,1.749
192,2018,2.042
192,2019,1.86
192,2020,2.043
193,1961,-0.106
193,1962,-0.059
193,1963,0.244
193,1964,-0.153
193,1965,-0.116
193,1966,0.213
193,1967,-0.077
193,1968,-0.056
193,1969,0.122
193,1970,0.214
193,1971,-0.081
193,1972,-0.052
193,1973,0.45
193,1974,-0.124
193,1975,-0.137
193,1976,-0.366
193,1977,0.188
193,1978,0.175
193,1979,0.38
193,1980,0.25
193,1981,0.219
193,1982,-0.017
193,1983,0.058
193,1984,0.327
193,1985,0.074
193,1986,-0.19
193,1987,0.352
193,1988,0.39
193,1989,-0.183
193,1990,
193,1991,
193,1992,-0.121
193,1993,0.319
193,1994,0.231
193,1995,0.763
193,1996,
193,1997,
193,1998,1.165
193,1999,0.879
193,2000,0.4
193,2001,0.246
193,2002,0.617
193,2003,0.866
193,2004,0.694
193,2005,0.577
193,2006,0.627
193,2007,0.859
193,2008,0.573
193,2009,0.703
193,2010,0.86
193,2011,0.552
193,2012,0.621
193,2013,0.681
193,2014,0.868
193,2015,0.814
193,2016,1.526
193,2017,1.224
193,2018,0.925
193,2019,1.313
193,2020,1.547
194,1961,-0.18
194,1962,0.646
194,1963,0.481
194,1964,-0.49
194,1965,0.127
194,1966,0.63
194,1967,-0.673
194,1968,-0.383
194,1969,0.535
194,1970,0.353
194,1971,-0.435
194,1972,-0.548
194,1973,-0.149
194,1974,-0.189
194,1975,-0.324
194,1976,-0.416
194,1977,0.157
194,1978,-0.231
194,1979,0.85
194,1980,0.001
194,1981,0.036
194,1982,-0.431
194,1983,-0.908
194,1984,-0.357
194,1985,-0.052
194,1986,0.152
194,1987,0.473
194,1988,0.371
194,1989,-0.188
194,1990,-0.007
194,1991,0.305
194,1992,-1.04
194,1993,-0.231
194,1994,0.596
194,1995,0.138
194,1996,0.525
194,1997,-0.047
194,1998,0.97
194,1999,1.442
194,2000,0.712
194,2001,0.833
194,2002,1.035
194,2003,0.927
194,2004,0.922
194,2005,0.483
194,2006,1.136
194,2007,0.642
194,2008,0.845
194,2009,0.936
194,2010,2.058
194,2011,0.777
194,2012,1.162
194,2013,1.151
194,2014,1.218
194,2015,1.856
194,2016,1.508
194,2017,1.753
194,2018,1.864
194,2019,1.778
194,2020,1.593
195,1961,-0.183
195,1962,-0.001
195,1963,0.108
195,1964,-0.181
195,1965,-0.428
195,1966,-0.051
195,1967,-0.412
195,1968,-0.532
195,1969,0.748
195,1970,0.545
195,1971,-0.038
195,1972,0.377
195,1973,0.702
195,1974,-0.441
195,1975,-0.25
195,1976,-0.069
195,1977,0.567
195,1978,0.511
195,1979,0.813
195,1980,0.95
195,1981,0.786
195,1982,0.37
195,1983,1.279
195,1984,0.67
195,1985,0.537
195,1986,0.497
195,1987,1.03
195,1988,0.909
195,1989,0.641
195,1990,1.261
195,1991,0.881
195,1992,0.962
195,1993,1.184
195,1994,0.689
195,1995,1.016
195,1996,1.288
195,1997,1.435
195,1998,1.652
195,1999,0.666
195,2000,0.961
195,2001,1.176
195,2002,1.44
195,2003,1.148
195,2004,1.129
195,2005,1.381
195,2006,1.412
195,2007,1.254
195,2008,1.319
195,2009,0.744
195,2010,1.469
195,2011,1.211
195,2012,0.875
195,2013,1.216
195,2014,1.179
195,2015,1.298
195,2016,1.658
195,2017,1.856
195,2018,1.084
195,2019,1.53
195,2020,1.803
272,2006,0.572
272,2007,1.913
272,2008,1.361
272,2009,1.386
272,2010,1.188
272,2011,0.764
272,2012,1.719
272,2013,1.443
272,2014,1.648
272,2015,1.782
272,2016,1.74
272,2017,1.324
272,2018,2.37
272,2019,2.149
272,2020,1.869
186,1992,0.446
186,1993,0.019
186,1994,1.682
186,1995,0.175
186,1996,-0.102
186,1997,-0.158
186,1998,0.96
186,1999,0.531
186,2000,1.427
186,2001,1.497
186,2002,1.006
186,2003,0.728
186,2004,0.503
186,2005,-0.042
196,1961,0.233
196,1962,0.01
196,1963,-0.125
196,1964,-0.162
196,1965,-0.466
196,1966,0.143
196,1967,0.104
196,1968,-0.076
196,1969,0.281
196,1970,0.392
196,1971,-0.423
196,1972,-0.251
196,1973,0.168
196,1974,-0.496
196,1975,-0.298
196,1976,-0.211
196,1977,0.228
196,1978,0.343
196,1979,0.213
196,1980,0.273
196,1981,0.236
196,1982,0.449
196,1983,0.553
196,1984,-0.227
196,1985,-0.046
196,1986,0.312
196,1987,0.571
196,1988,0.489
196,1989,-0.021
196,1990,0.324
196,1991,0.486
196,1992,0.235
196,1993,0.283
196,1994,0.572
196,1995,0.496
196,1996,0.177
196,1997,0.661
196,1998,1.02
196,1999,0.31
196,2000,0.419
196,2001,0.762
196,2002,0.534
196,2003,0.723
196,2004,0.456
196,2005,0.699
196,2006,0.664
196,2007,1.031
196,2008,0.706
196,2009,1.048
196,2010,1.263
196,2011,1.178
196,2012,1.12
196,2013,0.987
196,2014,1.161
196,2015,1.479
196,2016,1.425
196,2017,1.516
196,2018,1.248
196,2019,1.708
196,2020,1.765
197,1961,-0.09
197,1962,-0.091
197,1963,0.183
197,1964,-0.143
197,1965,-0.277
197,1966,0.012
197,1967,-0.112
197,1968,-0.044
197,1969,0.284
197,1970,0.343
197,1971,-0.149
197,1972,0.148
197,1973,0.509
197,1974,0.006
197,1975,-0.094
197,1976,-0.195
197,1977,0.203
197,1978,0.253
197,1979,0.54
197,1980,0.396
197,1981,0.237
197,1982,0.305
197,1983,0.539
197,1984,0.368
197,1985,0.283
197,1986,-0.061
197,1987,0.761
197,1988,0.652
197,1989,0.206
197,1990,0.555
197,1991,0.725
197,1992,0.313
197,1993,0.621
197,1994,0.619
197,1995,0.738
197,1996,0.786
197,1997,0.887
197,1998,1.082
197,1999,0.846
197,2000,
197,2001,1.258
197,2002,1.419
197,2003,1.298
197,2004,1.585
197,2005,1.603
197,2006,1.554
197,2007,1.262
197,2008,1.741
197,2009,1.393
197,2010,1.827
197,2011,1.471
197,2012,0.83
197,2013,1.473
197,2014,1.577
197,2015,1.615
197,2016,1.531
197,2017,2.227
197,2018,1.714
197,2019,2.084
197,2020,1.988
200,1961,0.079
200,1962,-0.128
200,1963,-0.037
200,1964,-0.009
200,1965,-0.263
200,1966,0.048
200,1967,-0.159
200,1968,-0.23
200,1969,0.292
200,1970,0.083
200,1971,-0.164
200,1972,0.126
200,1973,0.084
200,1974,-0.191
200,1975,-0.069
200,1976,0.149
200,1977,0.178
200,1978,0.236
200,1979,0.265
200,1980,0.411
200,1981,0.388
200,1982,0.195
200,1983,0.688
200,1984,-0.19
200,1985,0.258
200,1986,0.151
200,1987,0.447
200,1988,0.445
200,1989,0.234
200,1990,0.623
200,1991,0.369
200,1992,0.343
200,1993,0.376
200,1994,0.609
200,1995,0.571
200,1996,0.21
200,1997,0.776
200,1998,1.169
200,1999,0.521
200,2000,0.59
200,2001,0.601
200,2002,0.796
200,2003,0.834
200,2004,0.823
200,2005,1.037
200,2006,0.73
200,2007,0.694
200,2008,0.571
200,2009,1.022
200,2010,1.256
200,2011,0.842
200,2012,1.177
200,2013,1.194
200,2014,1.194
200,2015,1.459
200,2016,1.889
200,2017,1.385
200,2018,1.375
200,2019,2.042
200,2020,1.563
199,1993,0.049
199,1994,1.699
199,1995,0.704
199,1996,-0.399
199,1997,-0.239
199,1998,1.039
199,1999,0.789
199,2000,1.65
199,2001,1.267
199,2002,1.407
199,2003,0.682
199,2004,0.58
199,2005,0.428
199,2006,0.65
199,2007,2.169
199,2008,1.542
199,2009,1.511
199,2010,0.703
199,2011,0.856
199,2012,1.587
199,2013,0.966
199,2014,2.35
199,2015,2.135
199,2016,1.962
199,2017,1.29
199,2018,2.578
199,2019,2.463
199,2020,2.071
198,1992,1.194
198,1993,0.601
198,1994,1.916
198,1995,0.846
198,1996,-0.069
198,1997,0.512
198,1998,1.408
198,1999,0.912
198,2000,1.832
198,2001,1.761
198,2002,1.556
198,2003,1.482
198,2004,0.785
198,2005,0.535
198,2006,0.923
198,2007,2.223
198,2008,1.63
198,2009,1.687
198,2010,0.827
198,2011,1.409
198,2012,1.987
198,2013,1.286
198,2014,2.493
198,2015,2.192
198,2016,2.111
198,2017,1.789
198,2018,2.486
198,2019,2.427
198,2020,2.316
25,1961,0.208
25,1962,0.159
25,1963,-0.009
25,1964,0.178
25,1965,-0.423
25,1966,-0.086
25,1967,-0.094
25,1968,-0.096
25,1969,0.286
25,1970,0.194
25,1971,-0.077
25,1972,-0.278
25,1973,0.252
25,1974,0.156
25,1975,0.104
25,1976,-0.244
25,1977,-0.054
25,1978,0.137
25,1979,-0.028
25,1980,-0.088
25,1981,0.192
25,1982,-0.35
25,1983,0.065
25,1984,-0.023
25,1985,-0.096
25,1986,-0.087
25,1987,-0.406
25,1988,0.256
25,1989,-0.218
25,1990,0.15
25,1991,-0.114
25,1992,-0.05
25,1993,-0.326
25,1994,-0.227
25,1995,0.359
25,1996,0.123
25,1997,0.021
25,1998,0.408
25,1999,-0.006
25,2000,0.343
25,2001,
25,2002,
25,2003,0.354
25,2004,0.415
25,2005,0.516
25,2006,0.34
25,2007,0.583
25,2008,
25,2009,0.05
25,2010,0.294
25,2011,0.089
25,2012,0.038
25,2013,0.582
25,2014,0.642
25,2015,0.422
25,2016,0.664
25,2017,0.456
25,2018,0.481
25,2019,0.427
25,2020,0.419
201,1961,0.306
201,1962,-0.041
201,1963,-0.224
201,1964,0.032
201,1965,-0.373
201,1966,0.188
201,1967,-0.086
201,1968,-0.58
201,1969,0.029
201,1970,0.067
201,1971,-0.271
201,1972,0.256
201,1973,0.561
201,1974,-0.01
201,1975,0.128
201,1976,0.229
201,1977,0.37
201,1978,0.248
201,1979,0.091
201,1980,0.789
201,1981,0.01
201,1982,0.371
201,1983,0.659
201,1984,0.141
201,1985,0.224
201,1986,0.294
201,1987,1.075
201,1988,0.94
201,1989,0.134
201,1990,0.347
201,1991,0.44
201,1992,0.751
201,1993,0.368
201,1994,0.729
201,1995,0.672
201,1996,0.862
201,1997,0.687
201,1998,0.854
201,1999,0.574
201,2000,0.617
201,2001,1.041
201,2002,1.038
201,2003,1.225
201,2004,0.633
201,2005,1.19
201,2006,0.976
201,2007,1.058
201,2008,0.673
201,2009,1.404
201,2010,1.154
201,2011,1.2
201,2012,1.139
201,2013,1.238
201,2014,1.275
201,2015,1.629
201,2016,1.438
201,2017,1.8
201,2018,0.836
201,2019,1.747
201,2020,2.037
202,1961,0.241
202,1962,0.205
202,1963,0.178
202,1964,-0.075
202,1965,-0.027
202,1966,0.245
202,1967,-0.07
202,1968,-0.373
202,1969,0.291
202,1970,0.363
202,1971,-0.157
202,1972,0.106
202,1973,0.346
202,1974,-0.254
202,1975,-0.144
202,1976,-0.512
202,1977,0.174
202,1978,0.07
202,1979,0.33
202,1980,0.251
202,1981,-0.316
202,1982,0.225
202,1983,0.718
202,1984,0.544
202,1985,0.666
202,1986,0.464
202,1987,0.743
202,1988,0.336
202,1989,-0.028
202,1990,0.328
202,1991,0.368
202,1992,0.802
202,1993,0.838
202,1994,0.218
202,1995,0.644
202,1996,-0.133
202,1997,0.249
202,1998,0.846
202,1999,1.09
202,2000,0.27
202,2001,0.515
202,2002,0.453
202,2003,0.834
202,2004,0.938
202,2005,1.097
202,2006,0.439
202,2007,0.821
202,2008,0.726
202,2009,0.801
202,2010,1.226
202,2011,0.556
202,2012,0.657
202,2013,0.763
202,2014,0.906
202,2015,1.415
202,2016,1.669
202,2017,1.151
202,2018,1.083
202,2019,1.826
202,2020,0.867
271,1961,-0.386
271,1962,0.224
271,1963,-0.304
271,1964,
271,1965,0.106
271,1966,-0.344
271,1967,-0.153
271,1968,0.405
271,1969,0.297
271,1970,0.022
271,1971,0.189
271,1972,-0.653
271,1973,0.181
271,1974,0.197
271,1975,0.172
271,1976,0.073
271,1977,-0.152
271,1978,0.323
271,1979,0.308
271,1980,-0.311
271,1981,0.447
271,1982,
271,1983,
271,1984,-0.245
271,1985,0.089
271,1986,0.406
271,1987,-0.686
271,1988,0.311
271,1989,0.752
271,1990,0.515
271,1991,0.003
271,1992,-0.009
271,1993,0.647
271,1994,-0.403
271,1995,0.187
271,1996,0.534
271,1997,-0.045
271,1998,
271,1999,
271,2000,
271,2001,0.451
271,2002,-0.664
271,2003,1.057
271,2004,
271,2005,0.084
271,2006,0.708
271,2007,0.129
271,2008,0.668
271,2009,0.21
271,2010,0.825
271,2011,0.655
271,2012,-0.018
271,2013,-0.284
271,2014,-0.022
271,2015,0.144
271,2016,-0.048
271,2017,0.802
271,2018,0.844
271,2019,0.223
271,2020,0.069
277,2011,1.399
277,2012,1.318
277,2013,1.375
277,2014,0.981
277,2015,1.198
277,2016,1.312
277,2017,1.37
277,2018,1.228
277,2019,1.031
277,2020,0.663
203,1961,0.725
203,1962,0.411
203,1963,-0.227
203,1964,0.476
203,1965,-0.201
203,1966,0.396
203,1967,0.134
203,1968,0.075
203,1969,-0.31
203,1970,0.123
203,1971,-0.743
203,1972,-0.827
203,1973,-0.161
203,1974,-0.431
203,1975,-0.084
203,1976,-0.36
203,1977,-0.153
203,1978,0.114
203,1979,0.295
203,1980,0.208
203,1981,0.372
203,1982,0.742
203,1983,0.583
203,1984,-0.13
203,1985,0.518
203,1986,0.292
203,1987,0.758
203,1988,0.833
203,1989,1.076
203,1990,1.488
203,1991,0.251
203,1992,0.352
203,1993,-0.012
203,1994,1.081
203,1995,1.474
203,1996,0.743
203,1997,1.553
203,1998,1.208
203,1999,0.837
203,2000,0.837
203,2001,1.44
203,2002,0.842
203,2003,1.626
203,2004,1.022
203,2005,0.906
203,2006,1.541
203,2007,0.847
203,2008,0.873
203,2009,1.36
203,2010,0.912
203,2011,1.623
203,2012,1.067
203,2013,0.918
203,2014,1.616
203,2015,1.528
203,2016,1.713
203,2017,2.033
203,2018,1.141
203,2019,1.507
203,2020,2.021
38,1961,-0.127
38,1962,-0.101
38,1963,-0.036
38,1964,0.068
38,1965,-0.149
38,1966,0.216
38,1967,-0.101
38,1968,-0.072
38,1969,0.226
38,1970,0.125
38,1971,-0.339
38,1972,-0.111
38,1973,0.406
38,1974,-0.265
38,1975,-0.177
38,1976,-0.056
38,1977,0.105
38,1978,0.158
38,1979,0.406
38,1980,0.484
38,1981,0.276
38,1982,0.276
38,1983,0.781
38,1984,0.104
38,1985,0.215
38,1986,0.331
38,1987,0.83
38,1988,0.844
38,1989,0.339
38,1990,0.672
38,1991,0.61
38,1992,0.307
38,1993,0.304
38,1994,0.365
38,1995,0.68
38,1996,0.505
38,1997,0.668
38,1998,1.296
38,1999,0.451
38,2000,0.582
38,2001,0.823
38,2002,0.972
38,2003,0.891
38,2004,0.804
38,2005,0.869
38,2006,0.655
38,2007,0.654
38,2008,0.541
38,2009,0.649
38,2010,1.01
38,2011,0.689
38,2012,0.881
38,2013,0.872
38,2014,0.954
38,2015,0.948
38,2016,1.328
38,2017,1.051
38,2018,0.782
38,2019,1.232
38,2020,1.296
276,2011,0.989
276,2012,1.144
276,2013,1.252
276,2014,1.039
276,2015,1.582
276,2016,1.281
276,2017,1.311
276,2018,1.331
276,2019,0.99
276,2020,0.61
206,1961,-0.093
206,1962,-0.187
206,1963,0.173
206,1964,-0.435
206,1965,-0.148
206,1966,0.016
206,1967,-0.472
206,1968,-0.337
206,1969,0.405
206,1970,0.211
206,1971,-0.264
206,1972,0.095
206,1973,0.471
206,1974,-0.226
206,1975,-0.125
206,1976,-0.001
206,1977,0.006
206,1978,0.037
206,1979,0.59
206,1980,0.484
206,1981,0.187
206,1982,0.267
206,1983,0.083
206,1984,0.527
206,1985,0.297
206,1986,0.381
206,1987,0.618
206,1988,0.396
206,1989,-0.184
206,1990,0.47
206,1991,0.459
206,1992,-0.211
206,1993,0.443
206,1994,0.29
206,1995,0.509
206,1996,0.574
206,1997,0.409
206,1998,0.643
206,1999,0.473
206,2000,0.446
206,2001,0.3
206,2002,1.017
206,2003,0.814
206,2004,1.028
206,2005,1.189
206,2006,1.112
206,2007,0.36
206,2008,0.812
206,2009,1.529
206,2010,1.577
206,2011,
207,1961,-0.088
207,1962,-0.105
207,1963,-0.03
207,1964,-0.047
207,1965,-0.009
207,1966,0.201
207,1967,-0.203
207,1968,-0.191
207,1969,0.563
207,1970,0.281
207,1971,-0.494
207,1972,-0.074
207,1973,0.119
207,1974,-0.324
207,1975,-0.31
207,1976,-0.079
207,1977,0.17
207,1978,0.096
207,1979,0.155
207,1980,0.286
207,1981,0.314
207,1982,0.19
207,1983,0.512
207,1984,-0.165
207,1985,-0.004
207,1986,0.103
207,1987,0.703
207,1988,0.536
207,1989,0.147
207,1990,0.342
207,1991,0.359
207,1992,0.632
207,1993,0.428
207,1994,0.513
207,1995,1.017
207,1996,0.492
207,1997,0.767
207,1998,1.382
207,1999,0.554
207,2000,0.613
207,2001,0.598
207,2002,0.935
207,2003,0.994
207,2004,0.996
207,2005,1.395
207,2006,1.058
207,2007,1.153
207,2008,1.224
207,2009,1.562
207,2010,1.627
207,2011,1.172
207,2012,1.271
207,2013,1.61
207,2014,1.666
207,2015,1.736
207,2016,2.217
207,2017,1.874
207,2018,1.685
207,2019,1.966
207,2020,2.143
260,1961,0.565
260,1962,-1.364
260,1963,-2.245
260,1964,-0.504
260,1965,-0.16
260,1966,-2.357
260,1967,-0.135
260,1968,-3.251
260,1969,-1.74
260,1970,-0.19
260,1971,-1.309
260,1972,2.386
260,1973,0.53
260,1974,1.595
260,1975,0.413
260,1976,0.925
260,1977,-0.272
260,1978,-0.786
260,1979,-1.116
260,1980,-0.117
260,1981,-1.065
260,1982,-0.655
260,1983,0.047
260,1984,1.896
260,1985,1.789
260,1986,-0.357
260,1987,0.2
260,1988,-2.107
260,1989,-0.768
260,1990,1.631
260,1991,1.317
260,1992,0.958
260,1993,0.013
260,1994,0.06
260,1995,0.473
260,1996,1.186
260,1997,-0.32
260,1998,0.175
260,1999,2.068
260,2000,1.977
260,2001,1.387
260,2002,1.618
260,2003,0.844
260,2004,0.738
260,2005,2.447
260,2006,3.885
260,2007,3.051
260,2008,1.841
260,2009,1.907
260,2010,2.272
260,2011,2.107
260,2012,3.825
260,2013,2.272
260,2014,3.383
260,2015,3.314
260,2016,5.328
260,2017,3.339
260,2018,4.066
260,2019,2.872
260,2020,2.001
210,1961,1.577
210,1962,-0.687
210,1963,-0.46
210,1964,0.388
210,1965,-0.22
210,1966,-1.664
210,1967,0.836
210,1968,-0.923
210,1969,-0.2
210,1970,-1.09
210,1971,0.036
210,1972,0.799
210,1973,1.156
210,1974,0.945
210,1975,1.585
210,1976,-0.1
210,1977,-0.454
210,1978,-0.064
210,1979,-1.082
210,1980,-0.559
210,1981,-0.217
210,1982,-0.123
210,1983,0.921
210,1984,0.596
210,1985,-1.02
210,1986,-0.479
210,1987,-1.187
210,1988,0.743
210,1989,2.012
210,1990,1.708
210,1991,1.041
210,1992,1.39
210,1993,0.828
210,1994,0.213
210,1995,1.28
210,1996,-0.145
210,1997,1.002
210,1998,0.581
210,1999,1.38
210,2000,1.739
210,2001,1.087
210,2002,1.583
210,2003,0.932
210,2004,1.217
210,2005,1.843
210,2006,1.504
210,2007,1.952
210,2008,1.977
210,2009,1.45
210,2010,-0.263
210,2011,1.292
210,2012,1.334
210,2013,0.874
210,2014,2.717
210,2015,2.088
210,2016,1.855
210,2017,1.598
210,2018,1.853
210,2019,1.576
210,2020,2.938
211,1961,0.994
211,1962,-0.351
211,1963,-0.861
211,1964,0.143
211,1965,-0.785
211,1966,0.47
211,1967,0.557
211,1968,-0.06
211,1969,-0.08
211,1970,-0.488
211,1971,-0.076
211,1972,-0.065
211,1973,-0.059
211,1974,0.086
211,1975,0.618
211,1976,0.363
211,1977,0.168
211,1978,-0.366
211,1979,-0.073
211,1980,-0.206
211,1981,-0.026
211,1982,0.569
211,1983,0.859
211,1984,-0.337
211,1985,-0.334
211,1986,0.237
211,1987,-0.014
211,1988,0.909
211,1989,1.133
211,1990,1.412
211,1991,0.318
211,1992,0.953
211,1993,0.549
211,1994,1.846
211,1995,0.993
211,1996,0.025
211,1997,1.058
211,1998,1.103
211,1999,0.97
211,2000,1.411
211,2001,1.44
211,2002,1.252
211,2003,1.845
211,2004,0.973
211,2005,0.809
211,2006,1.094
211,2007,1.812
211,2008,1.204
211,2009,1.378
211,2010,0.459
211,2011,1.666
211,2012,1.509
211,2013,0.779
211,2014,2.15
211,2015,1.956
211,2016,1.84
211,2017,1.818
211,2018,2.334
211,2019,2.095
211,2020,2.503
212,1961,-0.017
212,1962,0.99
212,1963,0.562
212,1964,-0.683
212,1965,-0.165
212,1966,0.934
212,1967,-1.006
212,1968,-0.178
212,1969,0.166
212,1970,0.648
212,1971,-0.177
212,1972,-0.921
212,1973,-0.435
212,1974,-0.211
212,1975,-0.211
212,1976,-0.866
212,1977,0.153
212,1978,0.137
212,1979,0.887
212,1980,-0.21
212,1981,0.105
212,1982,-0.576
212,1983,-0.894
212,1984,-0.04
212,1985,-0.072
212,1986,0.36
212,1987,-0.225
212,1988,-0.255
212,1989,0.318
212,1990,0.128
212,1991,0.44
212,1992,-1.16
212,1993,-0.607
212,1994,1.24
212,1995,0.128
212,1996,0.43
212,1997,-0.145
212,1998,1.12
212,1999,1.239
212,2000,0.633
212,2001,1.128
212,2002,0.833
212,2003,0.51
212,2004,0.614
212,2005,0.21
212,2006,0.996
212,2007,0.77
212,2008,1.005
212,2009,0.641
212,2010,2.441
212,2011,0.624
212,2012,1.01
212,2013,1.344
212,2014,1.215
212,2015,1.36
212,2016,1.857
212,2017,1.224
212,2018,2.462
212,2019,1.652
212,2020,1.984
208,1992,-0.282
208,1993,-0.162
208,1994,0.421
208,1995,0.319
208,1996,-0.415
208,1997,1.059
208,1998,0.494
208,1999,1.023
208,2000,0.945
208,2001,1.458
208,2002,1.227
208,2003,0.619
208,2004,1.262
208,2005,0.778
208,2006,1.448
208,2007,1.164
208,2008,0.893
208,2009,0.765
208,2010,1.292
208,2011,1.417
208,2012,-0.048
208,2013,1.244
208,2014,0.489
208,2015,1.246
208,2016,1.768
208,2017,1.336
208,2018,1.662
208,2019,1.341
208,2020,1.025
216,1961,-0.155
216,1962,-0.151
216,1963,-0.322
216,1964,-0.033
216,1965,-0.222
216,1966,0.408
216,1967,-0.039
216,1968,-0.115
216,1969,0.46
216,1970,0.004
216,1971,-0.479
216,1972,0.03
216,1973,0.361
216,1974,-0.468
216,1975,0.088
216,1976,-0.515
216,1977,0.088
216,1978,0.27
216,1979,0.575
216,1980,0.503
216,1981,0.314
216,1982,0.146
216,1983,0.435
216,1984,0.088
216,1985,0.286
216,1986,0.071
216,1987,0.76
216,1988,0.284
216,1989,0.322
216,1990,0.529
216,1991,0.669
216,1992,0.387
216,1993,0.33
216,1994,0.377
216,1995,0.698
216,1996,0.26
216,1997,0.426
216,1998,1.463
216,1999,0.429
216,2000,0.076
216,2001,0.68
216,2002,0.673
216,2003,0.803
216,2004,0.549
216,2005,0.887
216,2006,0.685
216,2007,0.557
216,2008,0.416
216,2009,0.524
216,2010,1.316
216,2011,0.281
216,2012,0.934
216,2013,1.123
216,2014,0.709
216,2015,1.209
216,2016,1.461
216,2017,1.011
216,2018,0.822
216,2019,1.749
216,2020,1.515
176,1961,-0.444
176,1962,-0.081
176,1963,-0.702
176,1964,-0.242
176,1965,
176,1966,0.163
176,1967,-0.28
176,1968,0.114
176,1969,0.264
176,1970,0.425
176,1971,0.226
176,1972,-0.068
176,1973,0.756
176,1974,-0.316
176,1975,
176,1976,
176,1977,0.427
176,1978,0.874
176,1979,0.392
176,1980,0.456
176,1981,0.8
176,1982,-0.347
176,1983,0.427
176,1984,0.158
176,1985,0.577
176,1986,0.205
176,1987,
176,1988,
176,1989,
176,1990,-0.681
176,1991,
176,1992,
176,1993,
176,1994,
176,1995,0.309
176,1996,0.295
176,1997,0.022
176,1998,0.909
176,1999,0.044
176,2000,
176,2001,
176,2002,
176,2003,0.396
176,2004,0.46
176,2005,1.126
176,2006,0.177
176,2007,0.472
176,2008,0.21
176,2009,0.608
176,2010,0.845
176,2011,-0.067
176,2012,
176,2013,0.468
176,2014,0.552
176,2015,0.627
176,2016,1.556
176,2017,0.858
176,2018,
176,2019,0.664
176,2020,1.452
217,1961,-0.05
217,1962,-0.145
217,1963,0.101
217,1964,-0.129
217,1965,-0.051
217,1966,0.074
217,1967,-0.215
217,1968,-0.102
217,1969,0.298
217,1970,0.327
217,1971,-0.164
217,1972,0.16
217,1973,0.582
217,1974,-0.066
217,1975,-0.28
217,1976,-0.321
217,1977,0.334
217,1978,-0.071
217,1979,0.437
217,1980,0.422
217,1981,0.171
217,1982,0.174
217,1983,0.675
217,1984,0.576
217,1985,0.393
217,1986,0.246
217,1987,0.99
217,1988,0.639
217,1989,0.108
217,1990,0.639
217,1991,0.277
217,1992,0.082
217,1993,0.495
217,1994,0.482
217,1995,0.552
217,1996,0.665
217,1997,0.57
217,1998,1.095
217,1999,0.587
217,2000,0.54
217,2001,0.675
217,2002,0.738
217,2003,1.043
217,2004,0.771
217,2005,0.992
217,2006,1.024
217,2007,0.926
217,2008,0.772
217,2009,0.937
217,2010,1.316
217,2011,0.923
217,2012,0.628
217,2013,0.821
217,2014,0.935
217,2015,1.197
217,2016,1.257
217,2017,1.351
217,2018,1.179
217,2019,1.335
217,2020,1.233
218,1961,-0.043
218,1962,0.114
218,1963,0.16
218,1964,-0.27
218,1965,-0.08
218,1966,0.042
218,1967,-0.305
218,1968,-0.218
218,1969,0.127
218,1970,-0.394
218,1971,-0.377
218,1972,0.09
218,1973,0.086
218,1974,-0.329
218,1975,-0.35
218,1976,0.126
218,1977,0.19
218,1978,0.183
218,1979,0.552
218,1980,0.346
218,1981,0.282
218,1982,0.332
218,1983,0.193
218,1984,0.104
218,1985,0.241
218,1986,0.313
218,1987,0.425
218,1988,0.135
218,1989,0.106
218,1990,0.528
218,1991,1.028
218,1992,
218,1993,
218,1994,
218,1995,
218,1996,
218,1997,
218,1998,
218,1999,
218,2000,
218,2001,
218,2002,
218,2003,
218,2004,
218,2005,
218,2006,
218,2007,
218,2008,
218,2009,
218,2010,
218,2011,
218,2012,
218,2013,
218,2014,
218,2015,
218,2016,
218,2017,
218,2018,
218,2019,
218,2020,
219,1961,0.38
219,1962,-0.132
